NORDEGG CS,52.492,-116.04,AB,6.1,0,NA,23.5,0,-8.8,0,,,NA,15.9,1,NA,,5,,,NA,369.2,0,3054843
PEKISKO,50.368,-114.416,AB,6.3,0,NA,22.7,0,-9.6,0,,,NA,30.6,0,NA,,3,,,NA,364,0,3055119
WATERTON PARK GATE,49.131,-113.809,AB,9.1,0,NA,26.4,0,-8.3,0,,,NA,39.5,0,NA,,7,,,NA,277.9,0.6,3056214
NAKISKA RIDGETOP,50.943,-115.19,AB,3.5,25,NA,13.2,24,-6,22,,,NA,,,NA,,,,,NA,86.8,0,305MGFF
ATHABASCA AGCM,54.635,-113.382,AB,6.9,1,NA,23.7,1,-8.1,0,,,NA,21.6,1,NA,,4,,,NA,332,0,3060330
ATMORE AGDM,54.782,-112.825,AB,5.4,4,NA,23.5,2,-9.7,2,,,NA,16.6,3,NA,,4,,,NA,341.1,0,3060406
BARRHEAD CS,54.095,-114.448,AB,6.4,0,NA,24.3,0,-10.1,0,,,NA,20.5,0,NA,,5,,,NA,360.1,0,3060535
BRULE BLACK CAT,53.35,-117.867,AB,6.2,13,3,24,10,-9,10,0,9,NA,13,9,NA,,5,,,NA,212.4,0,3060903
CAMPSIE AUTO,54.131,-114.678,AB,5.7,0,NA,23.8,0,-10.4,0,,,NA,17,0,NA,,6,,,NA,381.1,0,3061201
DAPP AGDM,54.317,-113.95,AB,5.7,5,NA,24.6,3,-11.2,2,,,NA,18.5,5,NA,,3,,,NA,318.8,0,3061975
EDSON,53.579,-116.465,AB,4.7,0,NA,21.9,0,-10.6,0,,,NA,18.8,0,NA,,5,,,NA,411,0,3062239
EDSON CLIMATE,53.58,-116.453,AB,5,0,NA,21.4,0,-10,0,,,NA,18,0,NA,,5,,,NA,402.9,0,3062246
ENTWISTLE,53.6,-114.983,AB,7.2,8,2.8,25,8,-7,8,0,8,NA,16.6,8,NA,0,4,,,NA,247.6,0,3062451
EVANSBURG AGCM,53.573,-115.124,AB,7.6,6,NA,23,6,-6.3,5,,,NA,13.2,6,NA,,3,,,NA,260.2,0,3062475
FORT ASSINIBOINE AGCM,54.41,-114.769,AB,6,2,NA,24,1,-9,1,,,NA,32.1,1,NA,,8,,,NA,348.4,0,3062660
FORT MCMURRAY CS,56.651,-111.213,AB,5.3,1,NA,25.6,1,-6.8,0,,,NA,13.3,1,NA,,3,,,NA,381.5,0,3062696
FORT MCMURRAY A,56.653,-111.223,AB,5.6,1,NA,25.8,1,-6.7,1,,,NA,11.7,1,NA,,3,,,NA,372.4,0,3062697
HENDRICKSON CREEK,53.795,-118.447,AB,4,9,NA,22.3,9,-11.7,5,,,NA,11.4,9,NA,5,3,,,NA,308.9,0,3063135
HIGH PRAIRIE AGDM,55.396,-116.479,AB,5.8,0,NA,22.6,0,-8.4,0,,,NA,39,0,NA,,5,,,NA,378.3,0,3063165
ISLAND LAKE SOUTH,54.821,-113.543,AB,6.4,0,NA,23,0,-7.9,0,,,NA,18,7,NA,,3,,,NA,359.1,0,3063600
LAC LA BICHE CLIMATE,54.769,-112.024,AB,6.7,0,NA,25.2,0,-7,0,,,NA,21.8,0,NA,,4,,,NA,351.1,0,3063686
MILDRED LAKE,57.041,-111.559,AB,6.3,0,NA,25.1,0,-2.8,0,,,NA,6.1,1,NA,,2,,,NA,363,0,3064528
RICH LAKE AGDM,54.5,-111.7,AB,5.1,0,NA,23.9,0,-8.4,0,,,NA,21.2,0,NA,,5,,,NA,398.8,0,3065475
SLAVE LAKE,55.293,-114.777,AB,6.6,2,NA,24.4,2,-7.1,0,,,NA,21.5,2,NA,,3,,,NA,331.9,0,3065995
SLAVE LAKE RCS,55.293,-114.777,AB,6.3,0,NA,24.4,0,-7.2,0,,,NA,18.1,0,NA,,2,,,NA,363.4,0,3065997
TAWATINAW AGCM,54.3,-113.52,AB,7.1,4,NA,24.7,2,-8.6,2,,,NA,17,4,NA,,4,,,NA,293,0,3066367
WHITECOURT,54.14,-115.784,AB,6.8,0,NA,23.5,0,-7.6,0,,,NA,,,NA,,,,,NA,348.5,0,3067371
WHITECOURT A,54.144,-115.787,AB,6.3,0,NA,23.2,0,-7.8,0,,,NA,,,NA,,,,,NA,363,0,3067373
WILLOW CREEK 1,53.386,-118.348,AB,3.1,2,NA,24,1,-16.3,2,,,NA,16.2,3,NA,2,2,,,NA,432.6,0,306GE70
BEAVERLODGE RCS,55.197,-119.396,AB,5.7,0,NA,23.3,0,-10.3,0,,,NA,39.3,0,NA,,7,,,NA,382.6,0,3070600
BROWNVALE AGCM,56.118,-117.886,AB,6.3,10,NA,23.3,8,-7.8,4,,,NA,10.2,8,NA,,2,,,NA,246.2,0,3070800
EAGLESHAM AGCM,55.808,-117.887,AB,6.4,0,NA,24.1,0,-7.6,0,,,NA,30.9,0,NA,,5,,,NA,361.1,0,3072151
EGG ISLAND,58.981,-110.439,AB,4.2,10,NA,13.6,10,-2.1,1,,,NA,,,NA,,,,,NA,290.3,0,3072246
FAIRVIEW AGDM,56.081,-118.439,AB,5.1,5,NA,23,2,-6.8,5,,,NA,47.4,6,NA,,15,,,NA,335.6,0,3072525
FORT CHIPEWYAN,58.767,-111.117,AB,2.8,0,NA,21.3,0,-5.9,0,,,NA,0,0,NA,,0,,,NA,469.8,0,3072655
FORT CHIPEWYAN RCS,58.767,-111.117,AB,2.8,1,NA,21.2,1,-6.1,0,,,NA,49.5,1,NA,,13,,,NA,455.6,0,3072659
FORT VERMILION,58.382,-116.04,AB,3.1,9,NA,15.8,9,-4.4,8,,,NA,16.5,9,NA,0,5,,,NA,327.1,0,3072723
GRANDE PRAIRIE A,55.18,-118.885,AB,5.5,0,NA,22.8,0,-9.8,0,1,0,NA,43.6,2,NA,,8,,,NA,386.8,0,3072921
HAWK HILLS AGCM,57.265,-117.298,AB,4.7,0,NA,20.6,0,-7.9,0,,,NA,22.3,1,NA,,3,,,NA,413.5,0,3073071
HIGH LEVEL,58.622,-117.165,AB,2.9,2,NA,17.6,2,-7,2,,,NA,26.9,2,NA,,5,,,NA,436.7,0,3073140
HIGH LEVEL A,58.621,-117.165,AB,3,0,2.6,17.8,0,-7.5,0,1.6,0,9,28.5,0,93,0,7,,,NA,465.5,0,3073146
JEAN COTE AGCM,55.913,-117.12,AB,6.4,0,NA,24.1,0,-5.4,0,,,NA,23.4,1,NA,,2,,,NA,360.7,0,3073535
LA CRETE AGCM,58.172,-116.343,AB,3.9,0,NA,20.2,0,-6.6,0,,,NA,45.4,0,NA,,9,,,NA,435.8,0,3073730
LA GLACE AGCM,55.422,-119.255,AB,6.5,12,NA,22.9,12,-8.1,11,,,NA,28,12,NA,,4,,,NA,219.4,0,3073740
MANNING AGDM,56.974,-117.451,AB,5.5,7,NA,20.4,2,-10.2,7,,,NA,,,NA,,,,,NA,299.6,0,3074190
CLEARDALE AGDM,56.314,-119.745,AB,4.5,0,NA,18.5,0,-8.3,0,,,NA,26.5,0,NA,,4,,,NA,417.3,0,3074935
PEACE RIVER A,56.227,-117.448,AB,5.3,0,NA,23.9,0,-8.6,0,0.2,0,NA,23,0,NA,,3,,,NA,392.3,0,3075041
PEORIA AGDM,55.621,-118.293,AB,5.8,3,NA,25,3,-9.2,0,,,NA,37.3,3,NA,,3,,,NA,340.7,0,3075160
RED EARTH,56.552,-115.278,AB,5.4,0,NA,24.1,0,-7.6,0,,,NA,21.2,0,NA,,5,,,NA,391.8,0,3075488
RYCROFT AGCM,55.777,-118.668,AB,5.8,6,NA,20.6,5,-11.5,2,,,NA,26.1,6,NA,,2,,,NA,305.4,0,3075601
SAVANNA AGCM,56.076,-119.345,AB,5.6,3,NA,18.6,2,-7.8,2,,,NA,27.9,3,NA,,3,,,NA,347.8,0,3075770
SIMONETTE,54.425,-117.741,AB,7.3,3,3.5,24,2,-8,1,0,2,NA,26.8,2,NA,0,5,,,NA,300.5,0,3075937
SPIRIT RIVER AUTO STATION,55.695,-119.23,AB,6.3,4,NA,19,2,-4.1,2,,,NA,45.2,4,NA,,6,,,NA,316.2,0,3076069
TEEPEE CREEK AGCM,55.352,-118.408,AB,5,3,NA,23.5,2,-10.8,1,,,NA,59.8,4,NA,,5,,,NA,363.1,0,3076366
VALLEYVIEW AGDM,55.098,-117.199,AB,6.5,7,NA,20.2,6,-5.5,3,,,NA,39,7,NA,,4,,,NA,277.2,0,3076680
GARDEN RIVER,58.711,-113.866,AB,3.1,0,NA,21.8,0,-8.8,0,,,NA,,,NA,,,,,NA,462.4,0,307KPFP
COLD LAKE A,54.417,-110.283,AB,7.5,0,3.9,24.8,0,-5,0,0,0,0,20.4,0,104,,5,,,NA,324.3,0,3081680
DUPRE AGCM,54.367,-110.868,AB,5.9,0,NA,25.1,0,-7.3,0,,,NA,16.4,0,NA,,5,,,NA,374.2,0,3081690
BRATT'S LAKE CLIMATE,50.201,-104.71,SK,7.4,1,NA,26.2,1,-4.2,0,,,NA,30.3,1,NA,,8,,,NA,319.4,0.2,4010811
BROADVIEW,50.368,-102.571,SK,6.3,0,2.3,23.5,0,-5.2,0,,,NA,29.9,0,136,,11,,,NA,361.6,0,4010879
BUFFALO POUND LAKE,50.55,-105.383,SK,7.8,1,NA,27,1,-4,0,0,1,NA,28.5,1,NA,0,6,,,NA,306.1,0.5,4010984
DUVAL,51.183,-104.867,SK,7.6,2,2.7,23,2,-1.5,2,0,2,NA,42,2,NA,0,8,,,NA,302.9,0,4012300
ESTEVAN A,49.21,-102.966,SK,7.6,0,NA,27,0,-5,0,0.2,0,NA,31.3,2,NA,,8,,,NA,323,0.8,4012401
ESTEVAN,49.217,-102.967,SK,7.5,1,NA,26.8,1,-4.5,0,,,NA,30.6,1,NA,,6,,,NA,315.1,1.2,4012410
INDIAN HEAD CDA,50.55,-103.65,SK,6.6,0,2.6,24.6,0,-6.8,0,,,NA,39,0,157,,8,,,NA,352.1,0,4013480
KELLIHER,51.257,-103.753,SK,7.1,0,3.6,23,0,-3,0,3,0,30,42.2,0,146,0,9,,,NA,338,0,4013660
KIPLING,50.2,-102.733,SK,8.7,14,4.8,23.1,14,-2.1,14,0,14,NA,30.6,14,NA,,5,,,NA,158.7,0,4014040
LANGENBURG,50.9,-101.717,SK,7.1,7,3.3,25.5,7,-6,7,1.8,7,NA,44.6,7,NA,0,7,,,NA,262.2,0,4014145
LAST MOUNTAIN CS,51.417,-105.25,SK,6.8,0,2.9,24.4,0,-6.9,0,,,NA,31.2,0,150,,6,,,NA,348.2,0,4014156
LEROY,52,-104.633,SK,6.8,0,3.2,24.5,0,-4.5,0,1.3,0,12,37.7,0,141,0,10,,,NA,346.1,0,4014322
LIPTON 2,51.152,-103.889,SK,7,4,3.3,23.5,4,-3.5,4,0.8,4,NA,36,4,NA,0,10,,,NA,296.6,0,4014481
MACOUN,49.233,-103.233,SK,,,NA,,,,,1,25,NA,34.6,25,NA,,3,,,NA,,,4014870
MOOSE JAW CS,50.332,-105.538,SK,7.2,1,NA,27.2,1,-5.9,0,,,NA,28.2,1,NA,,7,,,NA,326.6,1.9,4015322
MUENSTER,52.333,-105,SK,6.5,6,3,18,5,-2,6,0,2,NA,36.8,2,NA,0,8,,,NA,287.4,0,4015440
OXBOW,49.317,-102.117,SK,8.8,8,NA,27.5,8,-6,8,0,8,NA,16.5,8,NA,,7,,,NA,213.7,1,4015800
QU'APPELLE 1,50.567,-103.983,SK,7.8,0,3.3,24.5,0,-3.5,0,1,0,11,46.7,0,177,0,10,,,NA,317.7,0.3,4016322
REGINA RCMP SNOW,50.451,-104.667,SK,,,NA,,,,,0.1,0,NA,0.1,0,NA,0,0,,,NA,,,4016565
REGINA GILMOUR,50.567,-104.833,SK,,,NA,,,,,0,0,0,44.4,0,192,0,9,,,NA,,,4016651
REGINA RCS,50.433,-104.667,SK,6.9,1,NA,25.9,1,-4,0,,,NA,31.4,1,NA,,7,,,NA,331.9,0,4016699
WATROUS EAST,51.667,-105.4,SK,6.7,0,NA,24.3,0,-5,0,,,NA,38.6,0,NA,,8,,,NA,350.2,0,4018642
YELLOW GRASS,49.817,-104.183,SK,8.4,1,3.5,28,1,-4.5,1,0,1,NA,42.8,1,NA,,9,,,NA,289.8,1.3,4019040
YORKTON,51.265,-102.464,SK,6.9,0,NA,25.1,0,-3.1,0,,,NA,53.5,0,NA,,9,,,NA,343.3,0,4019073
YORKTON,51.265,-102.462,SK,7.1,1,NA,25.2,1,-3,1,,,NA,47.6,1,NA,,8,,,NA,325.9,0,4019075
TONKIN,51.2,-102.233,SK,8,24,NA,19,24,-3,24,0,24,NA,9.2,24,NA,,3,,,NA,70,0,4019082
WYNYARD (AUT),51.767,-104.2,SK,7.2,1,NA,22.5,1,-3.5,0,,,NA,31.1,1,NA,,7,,,NA,325.1,0,40190LN
WEYBURN,49.7,-103.8,SK,7.4,2,NA,26.3,2,-5,0,,,NA,30.7,2,NA,,7,,,NA,306.7,0.1,401HP5R
CUTBANK,51.289,-106.848,SK,,,NA,,,,,0,25,NA,35.7,25,NA,,6,,,NA,,,401JR89
ASSINIBOIA AIRPORT,49.729,-105.946,SK,7.5,0,NA,27.5,0,-7.5,0,,,NA,35.3,0,NA,,5,,,NA,325.5,1.3,4020286
BEECHY,50.832,-107.311,SK,7.7,0,2.5,26.5,0,-8.5,0,0,0,0,27.3,0,150,0,4,,,NA,319.5,1.3,4020560
ELBOW CS,51.133,-106.583,SK,7.5,1,NA,25.5,1,-5.7,0,,,NA,34.1,1,NA,,5,,,NA,316.5,0.4,4022359
ELBOW 2 NE,51.167,-106.55,SK,7.7,10,3.4,25.5,10,-5.5,10,0,10,NA,40.4,10,NA,,6,,,NA,216.1,0.5,4022363
HIGH POINT,50.979,-107.935,SK,,,NA,,,,,,,NA,,,NA,0,,,,NA,,,4023240
LUCKY LAKE,50.95,-107.15,SK,7.6,0,NA,25.7,0,-7.2,0,,,NA,30,0,NA,,5,,,NA,323.9,0.9,4024714
MAPLE CREEK,49.903,-109.466,SK,8,1,NA,26.3,1,-7.7,0,,,NA,32.5,1,NA,,3,,,NA,302.9,4,4024919
ROCK POINT,51.154,-107.263,SK,7.8,0,2.7,25.5,0,-5.5,0,0.4,0,6,46.8,0,235,0,8,,,NA,319,1.8,4026847
STEWART VALLEY,50.6,-107.8,SK,8.1,0,2.6,27,0,-7,0,0,0,0,25.8,0,139,0,6,,,NA,308.5,2,4027775
SWIFT CURRENT,50.292,-107.691,SK,7.7,1,NA,26,1,-7.3,1,,,NA,23.5,1,NA,,3,,,NA,309.9,1.9,4028038
SWIFT CURRENT CDA,50.267,-107.733,SK,7.8,1,2.7,25.4,1,-6.8,0,,,NA,33.8,1,NA,,4,,,NA,308.3,1.7,4028060
LEADER AIRPORT,50.909,-109.501,SK,7.3,0,NA,26.9,0,-8.5,0,,,NA,37.9,0,NA,,15,,,NA,331.7,1.5,402DAF0
CORONACH,49.117,-105.517,SK,7.5,1,2.6,28.5,1,-8,0,0,1,NA,49.1,1,NA,0,9,,,NA,315,1,4031844
CORONACH SPC,49.05,-105.483,SK,7.5,0,2.3,27.6,0,-6.9,0,,,NA,44.3,0,248,,7,,,NA,326.8,0,40318MN
CYPRESS HILLS PARK,49.641,-109.514,SK,7.3,1,NA,23.6,1,-6,0,,,NA,57.3,1,NA,,4,,,NA,322.5,1.4,4031999
EASTEND CYPRESS (AUT),49.438,-108.989,SK,7,1,NA,24.4,1,-7,0,,,NA,44.3,1,NA,,5,,,NA,329.8,0,4032322
MANKOTA,49.099,-107.024,SK,7.7,1,3.1,28.5,1,-12,0,,,NA,26.9,1,NA,,5,,,NA,310.8,0.3,4034910
ROCKGLEN (AUT),49.168,-105.979,SK,7.7,0,NA,26.9,0,-8.1,0,,,NA,49.5,0,NA,,6,,,NA,320.8,1.3,4036844
VAL MARIE SOUTHEAST,49.058,-107.586,SK,7.2,1,NA,28.2,1,-12.4,0,,,NA,17.1,1,NA,,4,,,NA,324.7,0,4038412
BICKLEIGH,51.294,-108.407,SK,7.2,0,2.7,27,0,-7.5,0,0,0,0,29.4,0,188,0,5,,,NA,335,0.3,4040587
BUTTE ST PIERRE,53.45,-109.2,SK,4.9,13,2,24.5,13,-9,13,0.1,13,NA,31.9,13,NA,0,5,,,NA,235.8,0,4041000
KINDERSLEY A,51.515,-109.181,SK,7,0,NA,26.8,0,-6.8,0,0,0,NA,34.2,1,NA,,5,,,NA,343.3,1.3,4043901
NORTH BATTLEFORD RCS,52.772,-108.256,SK,6.4,0,NA,24.3,0,-7,0,,,NA,29.4,0,NA,,6,,,NA,358.6,0,4045607
NORTH BATTLEFORD,52.769,-108.244,SK,6.6,0,NA,24.4,0,-6.9,0,,,NA,26.2,0,NA,,6,,,NA,352.5,0,4045695
ROSETOWN EAST,51.567,-107.917,SK,7.2,0,NA,27,0,-9.1,0,,,NA,31.1,0,NA,,6,,,NA,338.1,1.8,4046884
SCOTT CDA,52.36,-108.835,SK,6.1,0,2.8,23.9,0,-7.7,0,,,NA,30.5,0,170,,5,,,NA,369.1,0,4047240
SONNINGDALE,52.317,-107.767,SK,5.1,9,NA,16.5,9,-4.5,9,0.6,9,NA,37.8,9,NA,0,4,,,NA,283.9,0,4047644
WASECA RCS,53.131,-109.405,SK,6.4,1,NA,24.5,1,-6.2,0,,,NA,29.7,1,NA,,3,,,NA,348.9,0,4048521
HOEY,52.85,-105.783,SK,,,NA,,,,,0,30,NA,15,30,NA,,1,,,NA,,,4053264
MELFORT,52.817,-104.6,SK,6.6,0,NA,25.3,0,-2.7,0,,,NA,33,0,NA,,6,,,NA,354.3,0,4055079
OUTLOOK PFRA,51.483,-107.05,SK,7.7,1,2.7,25.9,0,-5.6,1,,,NA,42.2,2,NA,,6,,,NA,308.7,0.5,4055736
PILGER,52.417,-105.15,SK,6.7,0,NA,23.8,0,-2.8,0,,,NA,26.8,0,NA,,6,,,NA,349,0,4056121
PRINCE ALBERT A,53.214,-105.673,SK,5.7,0,NA,23.6,0,-4.2,0,0,1,NA,46.6,2,NA,,7,,,NA,380.9,0,4056241
SASKATOON RCS,52.174,-106.719,SK,6.7,1,NA,26.2,1,-5.3,0,,,NA,33.9,1,NA,,7,,,NA,339,0,4057165
BUFFALO NARROWS (AUT),55.841,-108.421,SK,6.2,0,NA,23.7,0,-3.1,0,,,NA,20.6,0,NA,0,4,,,NA,366.1,0,4060983
CIGAR LAKE,58.083,-104.483,SK,-0.6,0,0.7,22,0,-17,0,14,0,54,40.3,0,110,2,15,,,NA,575.2,0,4061570
COLLINS BAY,58.19,-103.712,SK,0.9,2,NA,22.2,2,-18.7,0,,,NA,59.5,2,NA,4,12,,,NA,496.1,0,4061629
COLLINS BAY CAMECO,58.183,-103.7,SK,0.7,8,NA,21.5,5,-15.5,5,46.9,5,NA,62.5,5,NA,0,11,,,NA,398,0,4061632
ISLAND FALLS (AUT),55.533,-102.35,SK,4.1,0,NA,19.5,0,-5.6,0,,,NA,37.7,0,NA,,8,,,NA,431.5,0,4063605
JIMMY LAKE AWOS,54.908,-109.962,SK,6.2,3,NA,23.2,3,-4.6,0,,,NA,15.5,1,NA,,6,,,NA,330.8,0,4063623
KEY LAKE,57.25,-105.6,SK,2.2,1,NA,22.1,1,-8.8,0,,,NA,34.5,1,NA,1,10,,,NA,474.3,0,4063753
KEY LAKE,57.25,-105.617,SK,2.4,1,2.4,22,1,-8,1,21.4,1,NA,46.1,1,NA,1,13,,,NA,468.5,0,4063755
KEY LAKE,57.256,-105.618,SK,2.3,1,NA,22.4,1,-7.8,0,,,NA,24.9,1,NA,,5,,,NA,469.9,0,4063757
LA RONGE RCS,55.146,-105.27,SK,5.7,1,NA,23.5,1,-5.6,0,,,NA,47.3,1,NA,,7,,,NA,368,0,4064149
LA RONGE A,55.151,-105.267,SK,5.7,0,NA,23.1,0,-6.8,0,5,0,NA,63.8,0,NA,,8,,,NA,382.7,0,4064155
LOON LAKE RCS,54.02,-109.138,SK,6.6,0,NA,23.4,0,-6.2,0,,,NA,27.6,0,NA,,4,,,NA,354.8,0,4064620
MEADOW LAKE A,54.125,-108.05,SK,6.3,0,NA,23.5,0,-6.3,0,,,NA,,,NA,,,,,NA,364,0,4065057
SOUTHEND,56.333,-103.283,SK,3.2,1,NA,20.1,1,-7.1,0,,,NA,41.8,1,NA,0,11,,,NA,445.5,0,4067655
SPIRITWOOD WEST,53.367,-107.55,SK,6.3,0,NA,24.2,0,-7.1,0,,,NA,26.8,0,NA,,7,,,NA,363.1,0,4067723
STONY RAPIDS,59.25,-105.841,SK,0.6,0,NA,23.5,0,-17.9,0,,,NA,30.6,1,NA,,7,,,NA,539.1,0,4067799
WASKESIU LAKE,53.917,-106.067,SK,6.3,0,NA,25,0,-2.5,0,,,NA,40.2,0,NA,,6,,,NA,362.7,0,4068559
MEADOW LAKE,54.133,-108.517,SK,5.9,0,NA,23.7,0,-6.7,0,,,NA,24.1,0,NA,,4,,,NA,374.4,0,406N0NM
URANIUM CITY (AUT),59.567,-108.483,SK,0.5,1,NA,20.4,1,-11,0,,,NA,53,3,NA,5,9,,,NA,524.8,0,406QLD0
NIPAWIN,53.333,-104.008,SK,6.5,2,NA,23.3,2,-5.8,1,,,NA,8.6,2,NA,,2,,,NA,333.1,0,4075525
NIPAWIN,53.333,-104,SK,6.1,0,NA,23,0,-6.5,0,,,NA,26.7,0,NA,,6,,,NA,367.8,0,407N51G
HUDSON BAY(AUT),52.817,-102.317,SK,6.1,0,NA,24.5,0,-7.8,0,,,NA,32.8,0,NA,,10,,,NA,370,0,4083324
MCKAGUE 2,52.583,-103.833,SK,10.4,27,7.5,17,27,6.5,27,0,27,NA,5.5,27,NA,,2,,,NA,30.3,0,4085052
PELLY,52.083,-101.867,SK,5.8,0,3,24,0,-7,0,3,0,25,40,0,124,0,9,,,NA,378,0,4086000
PELLY 2,51.733,-101.9,SK,6.8,0,2.9,23,0,-5,0,7,0,87,55.2,0,190,0,8,,,NA,347.4,0,4086001
BALDUR,49.276,-99.292,MB,7.4,0,2.7,28,0,-7,0,0,0,0,41.6,0,107,0,9,,,NA,328.4,0.8,5010140
BELMONT,49.3,-99.45,MB,,,NA,,,,,0,0,0,45.6,0,122,0,8,,,NA,,,5010191
BRANDON A,49.91,-99.952,MB,6.7,0,NA,24.3,0,-8,0,0,0,NA,49.2,0,NA,,9,,,NA,351.7,0,5010481
BRANDON RCS,49.9,-99.95,MB,7,1,NA,23.9,1,-6.6,0,,,NA,37.3,1,NA,,9,,,NA,329,0,5010490
CARBERRY CS,49.906,-99.357,MB,7,0,NA,25.3,0,-7.9,0,,,NA,34.1,0,NA,,7,,,NA,341.7,0,5010547
CYPRESS RIVER RCS,49.562,-99.074,MB,7.3,0,NA,25,0,-8,0,,,NA,47.4,0,NA,,9,,,NA,331.6,0,5010641
ELKHORN 2 EAST,49.927,-101.203,MB,6.7,2,2.1,18.5,2,-5,2,0.4,2,NA,15.8,2,NA,0,6,,,NA,327.3,0,5010QFQ
PORTAGE ROMANCE,49.983,-98.3,MB,,,NA,,,,,0,0,NA,47.2,0,NA,0,9,,,NA,,,5012300
PORTAGE LA PRAIRIE CDA,49.95,-98.267,MB,,,NA,,,,,0,18,NA,37.7,18,NA,,6,,,NA,,,5012321
PORTAGE SOUTHPORT,49.903,-98.284,MB,7.4,0,NA,25.3,0,-5.4,0,,,NA,50.9,0,NA,,10,,,NA,330.7,0.7,5012324
ROBLIN,51.183,-101.363,MB,6.2,0,NA,24.1,0,-5.1,0,,,NA,61.6,0,NA,,8,,,NA,366.7,0,5012469
ST ALPHONSE,49.45,-99.017,MB,8.2,0,2.8,25.5,0,-6.5,0,0,0,0,46.8,0,116,0,10,,,NA,304.7,1,5012545
SHOAL LAKE CS,50.455,-100.604,MB,6.2,0,NA,21,0,-6.1,0,,,NA,29.8,0,NA,,8,,,NA,366.6,0,5012654
VIRDEN WATER,49.842,-100.934,MB,7.6,0,NA,25,0,-4.5,0,0,0,NA,31.1,0,NA,0,10,,,NA,323.2,0,5012961
WASAGAMING,50.655,-99.942,MB,5.4,1,2.7,23.6,1,-8.6,0,,,NA,42.2,1,NA,0,8,,,NA,377.9,0,5013117
MELITA,49.281,-100.986,MB,7.8,0,NA,26.6,0,-6.5,0,,,NA,22.6,0,NA,,7,,,NA,317,0,501A7AR
ROBLIN FRIESEN 3 NORTHWEST,51.267,-101.4,MB,,,NA,,,,,2,0,NA,78.4,0,NA,0,10,,,NA,,,501B4G2
RIVERS PETTAPIECE,50.108,-100.179,MB,,,NA,,,,,0.1,0,1,44.8,0,161,0,9,,,NA,,,501BMMA
ROSSBURN 4 NORTH,50.75,-100.817,MB,,,NA,,,,,1,1,NA,56.2,1,NA,0,9,,,NA,,,501KE01
DEERWOOD RCS,49.4,-98.319,MB,7.4,1,NA,27.7,1,-6.8,0,,,NA,33.1,1,NA,0,5,,,NA,320,2.7,5020725
EMERSON AUTO,49,-97.238,MB,7.7,0,NA,27.6,0,-7.7,0,,,NA,36.8,0,NA,0,6,,,NA,320.5,0.7,5020881
GRETNA (AUT),49.031,-97.56,MB,7.8,1,NA,27.3,1,-6.3,0,,,NA,32.3,1,NA,,6,,,NA,307.9,0.6,5021220
HOLLAND,49.606,-98.875,MB,,,NA,,,,,0,8,NA,40.2,8,NA,,7,,,NA,,,5021302
KLEEFELD (MAFRI),49.518,-96.901,MB,7.5,2,NA,24.9,1,-6.5,1,,,NA,39.5,2,NA,,7,,,NA,303.8,0,5021500
MARQUETTE,50.013,-97.807,MB,8.2,3,2.7,25,3,-3.5,3,0,3,NA,52,3,NA,0,7,,,NA,275.1,1.5,5021695
MIAMI THIESSEN,49.45,-98.25,MB,8.3,0,NA,26.5,0,-6,0,0,0,NA,40.3,0,NA,0,10,,,NA,303,3.8,5021737
MORDEN CDA CS,49.188,-98.084,MB,8.1,0,NA,28.1,0,-5.2,0,,,NA,28.7,0,NA,,6,,,NA,310.9,3.9,5021849
OAKBANK,49.933,-96.85,MB,,,NA,,,,,0,0,0,62.2,0,143,0,9,,,NA,,,5022051
PILOT MOUND (AUT),49.191,-98.905,MB,6.9,0,NA,28.4,0,-8.1,0,,,NA,34.8,0,NA,,7,,,NA,344.9,0.5,5022125
ST CLAUDE,49.65,-98.367,MB,,,NA,,,,,0,3,NA,51.5,3,NA,0,7,,,NA,,,5022550
ST LABRE,49.353,-96.035,MB,,,NA,,,,,0,1,NA,51.2,1,NA,0,9,,,NA,,,5022575
SCHANZENFELD,49.133,-97.95,MB,,,NA,,,,,0,0,0,31.8,0,79,0,9,,,NA,,,5022623
SPRAGUE,49.024,-95.598,MB,7.1,0,NA,28.3,0,-8.2,0,,,NA,47.7,0,NA,,6,,,NA,337.2,0.8,5022759
STONY MOUNTAIN,50.117,-97.167,MB,8.1,0,2.9,25,0,-5.5,0,0,0,0,47.2,0,106,0,9,,,NA,306.8,0,5022791
WINNIPEG CHARLESWOOD 2,49.85,-97.273,MB,,,NA,,,,,0,29,NA,2.4,29,NA,0,1,,,NA,,,5023225
WINNIPEG THE FORKS,49.888,-97.129,MB,8.5,0,NA,23.7,0,-2.1,0,,,NA,42.6,0,NA,,8,,,NA,295.4,0,5023262
CARMAN U OF M CS,49.498,-98.03,MB,7.2,0,NA,25.4,0,-6.6,0,,,NA,37.3,0,NA,,8,,,NA,335.2,0.2,502I001
WINNIPEG A CS,49.917,-97.249,MB,7.1,0,NA,24.6,0,-8.4,0,,,NA,35.9,0,NA,0,8,,,NA,338.3,0,502S001
ARBORG,50.933,-97.083,MB,7.1,0,3.2,23.5,0,-6.5,0,0,0,0,55.9,0,127,0,7,,,NA,338.5,0,5030080
BERENS RIVER CS,52.36,-97.022,MB,5.4,3,2.2,20.3,3,-7,2,,,NA,39,3,NA,0,8,,,NA,352.5,0,5030203
